country,description,points,price,province,region_1,variety
US,"Nicely perfumed on the nose, this Merlot has 10% Cabernet Sauvignon and 10% Syrah blended in, giving it a well-rounded composition and bright black cherry around firm, still prominent tannins. It could use some time in the cellar, through 2018, or a decant.",89,28,California,Napa Valley,Merlot
US,"Nicely ripe fruit flavors and a full rounded texture give this affordably priced wine more presence than most. The aroma is honeydew melon and the flavors are ripe apple and Anjou pear, while the acidity is on the soft side.",89,13,California,California,Sauvignon Blanc
US,"Nicely structured, with citrus fruits (lemon, lime, pink grapefruit) displayed against stiffer flavors of skin. There is a hint of residual sugar, and the alcohol is just under 13%, but the overall impression is a dry, tight style with little or no floral character.",87,16,Washington,Columbia Valley (WA),Riesling
US,"Nicely styled, showing lots of licorice in the nose and in the flavors. Blackberry and plum, cedar and spice are gently introduced, and the balance of fruit, acid and tannin is taut and proportionate.",88,33,Washington,Columbia Valley (WA),Merlot
US,"Nicely textured and balanced, this white from a cooler subsection of the larger Napa Valley is more austere than not, a taste of lemon and licorice combining in a medium-bodied package of refreshment. The mouthfeel works consistently from start to finish, the end note smooth and swift.",89,32,California,Oak Knoll District,Chardonnay
US,"Nicely textured and balanced, this white from a cooler subsection of the larger Napa Valley is more austere than not, a taste of lemon and licorice combining in a medium-bodied package of refreshment. The mouthfeel works consistently from start to finish, the end note smooth and swift.",89,32,California,Oak Knoll District,Chardonnay
US,"No doubt Michael-David is going for a certain style with Earthquake, describing it as “over the top and shattering to the veins.” Indeed. This Lodi Zin will knock your socks and several other pieces of clothing off with its smoky, greasy, hot and sweet berry pie flavors, with a side of bacon to boot. True to its style, this is one very big boy.",85,26,California,Lodi,Zinfandel
US,"No doubt this is mountain grown Zin, still tight but revealing nice aromatics of cherry and spicy licorice on the finish, accompanied by a healthy helping of espresso, wrapped in smooth tannins all around. Should only get better over the next year or two.",88,24,California,Amador County,Zinfandel
US,"No information was given as far as whether this was entirely stainless fermented, but that is the clear impression. Light fruit flavors of apple, pear, and green banana combine in a crisp wine that is modest in scale, balanced and fresh.",87,20,Washington,Columbia Valley (WA),Chardonnay
US,"No oak here, thank you; just pure and delicious Riesling fruit with a hint of botrytis to add complexity to the apple-pear range of flavors. This dry-finished wine can hang with powerful chili-based dishes and is delightful as an aperitif.",90,13,Washington,Yakima Valley,Riesling
US,"No one will ever complain that this Napa Valley-Sonoma County blend isn't fruity enough. It's deliciously explosive in jammy blackberries, cassis, cherries and milk chocolate. Oak adds notes of caramel. But flavor isn't everything, and this wine would benefit from greater restraint and structural integrity.",88,70,California,California,Cabernet Sauvignon
US,"No punches are pulled on this blend of Dionysus, Northridge, Red Heaven and Stone Tree vineyards. Light aromas of coffee, toffee and herbs lead to über rich, sweet, high-octane cherry flavors that are backed by grainy tannins.",91,60,Washington,Columbia Valley (WA),Cabernet Sauvignon
US,"No, that vintage is not a typo. This winery holds back its wines for an extended time prior to release. It's in full bloom with aromas of coffee, dried cherry, flowers, leather and black tea. The black fruit flavors are still fresh and lively, showing concentration and detail. Drink now.",91,48,Washington,Columbia Valley (WA),Cabernet Sauvignon
US,"Nondescript in aroma, this soft Cabernet Franc offers pronounced tannins and a taste of red currant.",84,32,California,Santa Clara Valley,Cabernet Franc
US,"Norm Yost is considered the sparkling pioneer of Santa Barbara County, and his bubblies continue to excel. This exhibits fresh lemon and lime zest notes, with wet cement, peach blossom and sourdough yeast on the nose. There is a grippy tension to the palate, where lemon, green apple and biscuity flavors intermingle.",92,40,California,Santa Maria Valley,Pinot Blanc
US,"Norman Conquest, get it? The wine itself is too soft, and lacks the tannin-acid structure needed for balance. Too bad, because the oak-infused cherry and blackberry flavors are fine.",83,20,California,Paso Robles,Cabernet Sauvignon
US,"Not a dry table wine, but sweet and dessert-like, although it's not classified as late harvest. Shows apricot, peach, pineapple and honeysuckle flavors set off by crisp acidity.",84,14,California,Santa Ynez Valley,Riesling
US,"Not a good year for this wine, which is green and fuzzy on the tongue, a strange waft of chemical overpowering over all.",80,12,California,Clarksburg,Merlot
US,"Not a lot of aromas in this 14.9% old-vine Zin, though a touch of fruit shows up mid-palate. Pretty so-so.",83,28,California,El Dorado,Zinfandel
US,"Not a showy wine, but this is well balanced, aromatic, flavorful and feels right on the palate. It smells like red cherries and black plums, and tastes fruity with spicy undertones. A touch of tannin and a dash of good acidity give it poise.",90,30,California,Livermore Valley,Cabernet Franc
US,"Not a whole lot going on in this soft, simple wine. The cherry, raspberry and root beer flavors are ultraripe, with a liqueured quality, and the finish is semisweet.",84,39,California,Santa Barbara County,Grenache
US,"Not a wine for drinking now or anytime soon. It's so hard in tannins, it basically locks down the palate, and the astringency seems to accentuate the acidity and dryness. However, there is a deep core of blackberry essence and, after all, this is Montelena. All indications are that it will be a terrific wine in another 8 or 10 years.",92,135,California,Calistoga,Cabernet Sauvignon
US,"Not afraid to wear high alcohol and toasty oak on its sleeve, it kicks off with a marshmallow, whipped cream and macadamia-nut nose, making it perfect for those who love the California cocktail style but are seeking nuance as well. On the palate, the wine is soft and buttery, with a long buttercream finish. Pair with oven-roasted chicken.",90,26,California,Paso Robles,Chardonnay
US,"Not an easy wine to appreciate now. It's tannic, and the fruit is fresh and primary, with the sweet, candied taste of a chewy raspberry twist. Still, there's something complex and interesting going on. It's not just another overripe Zin. Give it a year or two to come around.",89,40,California,Howell Mountain,Zinfandel
US,"Not as fleshy as many examples of this southern Rhône blend, this shows thin, generic fruit with no particular focus.",82,21,Oregon,Rogue Valley,Marsanne-Roussanne
US,"Not as rich or chewy as the Diamond Mountain Ranch bottling, Sterling's 2004 Reserve Cabernet is immediately accessible, offering aromas and flavors of cassis and dried spices and soft tannins. A good steak house red.",89,75,California,Napa Valley,Cabernet Sauvignon
US,"Not as successful as the winery's Cabernet, this Merlot is very dry and tannic, with only modest blackberry fruit flavors, but it has a certain elegance. Turns oaky and herbal on the finish. Probably best soon.",87,30,California,Rutherford,Merlot
US,"Not at all a typical Sauvignon Blanc, this smells like apricot and honeysuckle and tastes like marmalade. It is dry, yet tastes like a late-harvest dessert wine. Expect a little taste adventure here.",85,22,California,Sierra Foothills,Sauvignon Blanc
US,"Not bad for a seven buck Chardonnay in a screwtop. Shows plenty of varietal flavor in the buttercream, honey and pineapple flavors. Easy to find, with 20,000 cases produced.",84,7,California,California,Chardonnay
US,"Not for fans of rich Chardonnays, this is a very dry, acidic bottling. It's more about clean mouthfeel and scour than hedonism. What fruit there is suggests limes, pears and brisk minerals, while smoky oak and lees contribute toasty, buttery, creamy notes. A distinguished and elegant wine that defines cool-climate coastal conditions. Grows more complex and interesting as it warms in the glass.",93,38,California,Sonoma Coast,Chardonnay
US,"Not from old vines, but cloned from them in the pursuit of complexity. This is a very young, backward Zin, dominated by dusty, earthy notes, like a whiff of south-facing barnboard under a hot summer sun. There are some fruity, spicy flavors, but the flavors are similarly closed, and moderate tannins and high acidity produce a scouring texture. Might be more user-friendly with a few years of aging.",85,15,California,Sonoma County,Zinfandel
US,"Not many varietal Marsannes are made in California, and this one is impressive. Savory, earthy nuances—rather than fruity ones—dominate, giving it a distinctive flavor profile. It starts with dried herb and mineral aromas, brings in fennel bulb and white pepper flavors and wraps it all with a luscious texture that powers a long, lingering finish.",91,30,California,Guenoc Valley,Marsanne
US,"Not much complexity in this wine. It's oaky, rich in honey, pear and pineapple flavors, and soft, with a butterscotch finish.",84,28,California,Russian River Valley,Chardonnay
US,"Not much going on beyond lots of oak and crisp, Central Coast acidity. You'll find watered down orange and tropical fruits.",84,24,California,Monterey County,Chardonnay
US,"Not much going on beyond simple jam, currant and chocolate-covered raisin flavors. It's dry and tannic.",84,45,California,Napa Valley,Cabernet Sauvignon
US,"Not much going on except sweet, toasty oak-like aromas and flavors, with lots of hard, dry tannins. There's a splash of cherries and plums.",81,20,California,Sierra Foothills,G-S-M
US,"Not much going on in this flat, candy-sweet wine. It tastes like the liquid in canned peaches and pineapples.",82,18,California,Napa Valley,Sauvignon Blanc
US,"Not much going on in this soft, direct Chardonnay, besides sweet oak, with its buttered toast, vanilla and butterscotch flavors. Way underneath is pineapple and lemondrop fruit.",85,32,California,Napa Valley,Chardonnay
US,"Not much going on in this sweet Chardonnay except toothpicky oak, vanilla and watered-down peach juice.",82,15,California,California,Chardonnay
US,"Not much going on with this dry, crisp Chardonnay. It has watery flavors of citrus fruits and apricots, with a hint of oak.",83,20,California,Sonoma County,Chardonnay
US,"Not much going on with this dry, crisp Chardonnay. It has watery flavors of citrus fruits and apricots, with a hint of oak.",83,20,California,Sonoma County,Chardonnay
US,"Not much of this wine was made, the grapes coming from a vineyard in the heart of the appellation farmed by Phil Coturri. Earthy and light in oak, it struggles to show fruit, remaining more about minerally and compostable aromas.",84,40,California,Sonoma Valley,Grenache
US,"Not offering much now beyond a full body, big tannins, lots of oak and extracted blackberry jam and milk chocolate fruit. There's lots of deliciousness, but not much elegance or sophistication. Roll the dice and stash it for six years to see what happens.",87,65,California,Napa Valley,Cabernet Sauvignon
US,"Not one of the best Cabs from this venerable winery. Despite a cool vintage, there's a burnt edge to the blackberry pie filling flavors. Tasted in late 2007, the tannins are very astringent, and shut down the palate. Could show better after 2008.",85,38,California,Alexander Valley,Cabernet Sauvignon
US,"Not overly expressive on the nose or palate, this Chardonnay brings muddled citron and salty cheese rind notes into the mix. Light in style, the acids are a bit sharp come the short finish.",82,49,Michigan,Lake Michigan Shore,Chardonnay
US,"Not particularly varietal for a Chenin Blanc, but a pleasantly rich white wine to drink now. It's crisp in acidity, with sweet flavors of oranges, honey and vanilla.",87,18,California,Santa Barbara County,Chenin Blanc
US,"Not quite up there with previous vintages, although they've held the price and that's a good thing. The cold vintage took its toll, making this wine tart and somewhat green and herbal. Shows enough citrus and peach fruit to get by.",86,19,California,Sonoma County,Sauvignon Blanc
US,"Not showing much pleasure right out of the bottle, with a sharp, tannic mouthfeel. There's a deep core of black currant fruit that veers into overripe raisins. Might age, but it's risky.",85,75,California,Sonoma Valley,Cabernet Sauvignon
US,"Not showing very well and smelling like sweet soda. Spring for Klinker Brick's 2008 Old Ghost instead, a much more stellar version of Lodi old-vine Zin, double the price but worth every additional dollar.",83,18,California,Lodi,Zinfandel
US,Not showing well now due to hard tannins and extreme dryness. There's a core of blackberry fruit but it's buried beneath astringency. This Merlot-based Bordeaux blend may develop.,85,45,California,Alexander Valley,Bordeaux-style Red Blend
US,"Not sure which vineyard sourced the grapes, but this is a flavorful, ready-to-drink bottle of wine. There is substantial evidence of aging in expensive new oak barrels, with a lot of coconut flavor over toast, chocolate and cherry. Tannins are soft and the fruit is round and luscious; except for a slight fall-off in the finish this could be from any one of a number of well-known Walla Walla wineries.",89,28,Oregon,Walla Walla Valley (OR),Merlot
US,"Not sweet or soft, this assertive dry wine has effusive herb and snap-pea aromas and flavors, bright acidity and medium body. It's a refreshing pour for a hot afternoon or evening.",87,12,California,California,Sauvignon Blanc
US,"Not terribly complicated, but it offers plenty of everyday pleasure, with its array of cherry, plum, oak and spice flavors.",84,12,California,California,Merlot
US,"Not the best Monte Bello to emerge in recent years. There's a sharpness of acidity that cuts the palate, and it accentuates the fresh fruit, giving it a jammy zing. More troubling is an overripe raisiny flavor. This bottling is, of course, one of the most ageable in California, but the inherent imbalance seems to mitigate against long time in the cellar.",88,145,California,Santa Cruz Mountains,Bordeaux-style Red Blend
US,"Not the richest Chardonnay ever, but it has complex notes of citrus, apple, nectarine and tropical fruits, with kisses of vanilla and cream. Acidity gives it elegant brightness.",87,19,California,Oakville,Chardonnay
US,"Not the richest Chardonnay ever, but it has complex notes of citrus, apple, nectarine and tropical fruits, with kisses of vanilla and cream. Acidity gives it elegant brightness.",87,19,California,Oakville,Chardonnay
US,"Not very Chardonnay-like, more like a Viognier or Pinot Gris with its aromatic floral, tropical fruit, citrus, melon and spice aromas and flavors. Still, it's very tasty, and dry as well, with a crisp spine of minerally acidity.",87,28,California,Napa Valley,Chardonnay
US,"Not very Oakville-like, this Cabernet is bone dry and strong in tannins, giving it an astringent mouthfeel. It's light in body for a Cabernet, with lots of acidity. However, it does have pretty flavors of blackberry and sour cherry candy.",88,50,California,Oakville,Cabernet Sauvignon
US,"Not very successful, especially at this price. It's showing the weaknesses of Paso Cabernet. Although there's obviously ripe fruit, the wine has an awkward mouthfeel, with semisweet fruit flavors that finish with a green, peppermint jelly note.",84,35,California,Paso Robles,Cabernet Sauvignon
US,"Not your average Zinfandel, this one could almost be a Syrah with all its peppery, meaty and smoky aromas and flavors. They are wild and different but puzzling. The wine is full-bodied, tannic and almost thick in texture.",85,32,California,Lodi,Zinfandel
US,"Notable for a soft, buttery creaminess that makes it feel caressing in the mouth. There's just enough acidity to give a boost to the intense lemondrop candy, pineapple, crème brulée and vanilla flavors. Drink up with roast chicken, grilled salmon or portobello mushroom risotto.",87,22,California,Sta. Rita Hills,Chardonnay
US,"Notable for balanced elegance, this Cabernet is dry and complex in blackberry, currant, cassis and plum flavors. Oak gives it a lovely jacket of smoke. It's tough in tannins, and unlikely to age, so drink over the next 2–3 years.",89,30,California,Napa Valley,Cabernet Sauvignon
US,"Note the vintage—2009. This is already moving into maturity, loaded with berry-pie fruit flavors, especially blueberry. It's soft and drinking well, with cinnamon and baking spices in abundance. Don't delay—enjoy it over the next couple of years.",90,34,Washington,Walla Walla Valley (WA),Cabernet Sauvignon
US,Notes of apple blossoms and lilacs lend a floral exuberance to this semi-sweet wine. It's fresh and invigorating on the palate with crisp pear and white peach flavors accented with herbs and sprightly acidity.,90,22,New York,Finger Lakes,Riesling
US,"Notes of buttered toast, butterscotch candy and caramel popcorn flavors dominate this wine. Underneath all that is a wine with pineapple, green apple and pear flavors, brightened with crisp acidity.",83,20,California,Russian River Valley,Chardonnay
US,"Notes of buttered toast, butterscotch candy and caramel popcorn flavors dominate this wine. Underneath all that is a wine with pineapple, green apple and pear flavors, brightened with crisp acidity.",83,20,California,Russian River Valley,Chardonnay
US,"Notes of caramel apple are juxtaposed with touches of saltwater and dusty mineral in this unusually savory-yet-sweet wine. Lithe and lean on the palate, it finishes briskly.",85,35,New York,North Fork of Long Island,Riesling
US,"Notes of dried cranberry, cherry, licorice and medicine cabinet predominate, with the aromas seeming somewhat advanced. The flavors are full bodied and high-octane, with the tannins needing time to stretch their legs.",89,55,Washington,Red Mountain,Cabernet Sauvignon
US,"Notes of dried fig, citrus rind and tangerines are spiked with whiffs of potpourri and spice on this richly textured, unctuously sweet iced wine made from late-harvest grapes frozen after harvest. Creamy and lush on the finish, it's brightened by a shower of orange acidity and just a hint of black-tea astringency.",86,35,New York,Cayuga Lake,Riesling
US,"Notes of earth and dust amplify savory tones of pressed apple and cider. Brisk lemon-lime acidity on the palate lends some brightness. The finish is moderately long, accented by a kiss of honeycomb. Drink now.",85,13,New York,Finger Lakes,Riesling
US,"Notes of fresh herbs and melon rind lend a verdant tone to this semi-sweet, late-harvest wine. The palate is crisp with tart green apple and peach flavors, but imbued with touches of exotic orange spice and honey that linger mysteriously on the finish.",90,22,New York,Finger Lakes,Riesling
US,"Notes of honeyed nut and yellow apple fill the nose, with traces of tropical fruit and white flower adding interest. The palate is light to medium bodied, and it offers fresh acidity. While the wine doesn't exude Viognier's exotic, voluptuous traits, it demonstrates the grape's restrained, elegant side.",86,22,Virginia,Shenandoah Valley,Viognier
US,"Notes of pollen and nuts lend an earthy warmth to aromas of lemon zest and honey tangerine on this brisk, vivacious Riesling. While dry in style, it's waxy and slick mouthfeel finishes with a ripple of spicy orange peel.",87,22,New York,Finger Lakes,Riesling
US,Notes of pressed apple and orange rind are brightened by splashes of lemon and spice in this robustly full-bodied wine. Savory apple and pear flavors lend a rustic tone but its mouth-clinging texture is lavish and lingering. It's a bold wine but balances neatly without any alcoholic heat.,87,17,New York,Hudson River Region,Chardonnay
US,Notes of pressed apple and tangerine peels abound in this full-bodied Chardonnay. Rounded edges and soft acidity make it approachably creamy. Drink now through 2019.,86,25,New York,North Fork of Long Island,Chardonnay
US,"Notes of ripe, fleshy red fruit on the nose and palate are grazed with hints of smoked meat, nuts and dried sage—an appetizing mélange of sweet and savory elements. While it's full bodied, the zesty acidity makes for a refreshing yet satisfying sip.",87,19,New York,Finger Lakes,Cabernet Franc
US,"Notes of sour apple and lemon accompany this wine's dialed-high acidity. Priced to sell, it'll suffice in certain settings as an apéritif or quaffer with snacks.",84,10,California,Lodi,Sauvignon Blanc
US,"Notes of sweet quince preserves, lilac and lavender gently perfume this aromatic late-harvest Riesling. Quite voluptuous in body, with rich fruit flavor and a lush, creamy texture, it finishes long, with a hint of sweetness that's balanced by brisk white-tea astringency.",90,30,New York,Finger Lakes,Riesling
US,"Notes of sweet quince preserves, lilac and lavender gently perfume this aromatic late-harvest Riesling. Quite voluptuous in body, with rich fruit flavor and a lush, creamy texture, it finishes long, with a hint of sweetness that's balanced by brisk white-tea astringency.",90,30,New York,Finger Lakes,Riesling
US,"Nothing but fruit in this cleverly named, unoaked Chardonnay. The wine shows intense, long hangtime flavors of limes, oranges and exotic tropical fruits, heightened by crisp acidity and a strong minerality that accentuates and delineates the flavors.",87,16,California,Monterey,Chardonnay
US,"Nothing but fruit in this cleverly named, unoaked Chardonnay. The wine shows intense, long hangtime flavors of limes, oranges and exotic tropical fruits, heightened by crisp acidity and a strong minerality that accentuates and delineates the flavors.",87,16,California,Monterey,Chardonnay
US,"Nothing but tons of pure Chardonnay flavor in this unoaked wine. It brims with pear, peach, pineapple, green apple, passionfruit and honey flavors that are brightened with citrusy acidity.",87,25,California,Green Valley,Chardonnay
US,"Nothing is out of place in this solid, attractive and well-priced Merlot. It is a straightforward red wine that feels well-balanced, is medium to full-bodied, and has tasty, mellow plum and cherry flavors. Firm tannins mark the clean finish.",86,10,California,California,Merlot
US,"Nothing subtle about this big, ripe, oaky Chardonnay. It shows the tropical fruit richness of a fine Alexander Valley Chard, flamboyant in pineapple custard flavor, with a flinty minerality. The sweet overlay of smoky oak is perfectly in keeping with the wine's volume.",87,32,California,Alexander Valley,Chardonnay
US,"Nothing subtle about this Zin, which offers a heady blast of grilled raspberries and cherries. It's a robust wine, with lots of alcohol and spices and a rich finish. This is your go-to summer barbecue wine.",89,55,California,Sonoma County,Zinfandel
US,"Noticeable alcohol gives this Zin both heat and apparent sweetness. Combined with a superripe fruit flavor that veers into raisin territory, it turns rustic. Drink it with barbecue.",85,30,California,Rockpile,Zinfandel
US,"Noticeable alcohol gives this Zin both heat and apparent sweetness. Combined with a superripe fruit flavor that veers into raisin territory, it turns rustic. Drink it with barbecue.",85,30,California,Rockpile,Zinfandel
US,"Now for something completely different. Wild strawberry leads the way aromatically on this lean, high-toned Cabernet, lower in alcohol than most of its peers. The fruit is tight and structured, the wine angular and soft, with a seasoning of herb on the finish.",88,40,California,Sonoma Valley,Cabernet Sauvignon
US,"Now officially labeled from the newly named Malibu Coast appellation, this bottling shows lots of potential for the region. Aromas of lush lemonade, crushed vanilla, browned butter, honeysuckle and honey lead into a soft and lush palate that's buttery but high-toned. Flavors of toasted bread with orange marmalade prove warm but tartly dynamic.",92,39,California,Malibu Coast,Chardonnay
US,"Now part of the Ste. Michelle Wine Estates portfolio, this pioneering Oregon winery seems to be holding firm to a clean, simple style of winemaking, as exemplified by this fresh and lightly fruity Pinot Gris. Lemony and tart, it's the sort of pleasantly generic white wine that one might expect to find from Italy.",86,14,Oregon,Oregon,Pinot Gris
US,"Now winemaker for Swanson, Robin Ackhurst excels here in this tiny production of his own wine, which exhibits exotic plum and juicy blackberry. A 100% varietal offering, it has a girth of structured tannin and toasty oak.",91,70,California,Napa Valley,Cabernet Sauvignon
US,"Numerous lively aromas kick off this bottling, from black currant and purple flower to savory smoke and black peppercorn. The palate is framed by buoyant acidity and chalky tannins, which hold up rich black cherry, clove, licorice and mocha flavors.",91,23,California,Paso Robles,Cabernet Sauvignon
US,"Nutty almond aromas open this wine, along with a wave of white flower and herb scents. Light in color, it's exuberant with crisp acidity and delicate apricot and peach flavors, finishing clean and focused.",91,36,California,Sonoma Valley,Viognier
US,"Nutty and lush with layers of peach, pear and lime fruit, this is a medium-bodied and well-balanced white. It's refreshing while offering both length and breadth on the palate.",91,31,California,Sonoma County,Sauvignon Blanc
US,"Nutty and lush with layers of peach, pear and lime fruit, this is a medium-bodied and well-balanced white. It's refreshing while offering both length and breadth on the palate.",91,31,California,Sonoma County,Sauvignon Blanc
US,"Nutty and reminiscent of lemon oil, this wine also offers a full-bodied richness of apple and caramel, transforming into peach and vanilla bean flavor as it opens.",88,46,California,Carneros,Chardonnay
US,"Nutty with baked peach and pineapple notes, this wine is medium-bodied but surprisingly restrained on the palate, nearly unresolved. It grows more citrusy in the glass, with a spark of lemon zest on the finish.",86,26,California,Dry Creek Valley,Viognier
US,"Nutty, oaky and tart, this stainless steel-fermented white shows a shock of acidity wrapped around freshly cut grass and tropical flavors.",84,22,California,Russian River Valley,Sauvignon Blanc
US,"Nutty, with a note of baked lemon, this affordable, approachable wine is robust in tropical ripeness yet retains enough acidity to remain fresh and fruity throughout.",87,13,California,Russian River Valley,Chardonnay
US,"Oak and lees give rich, yeasty, butterscotchy complexities, and a creamy texture, to this fine young Chardonnay. Fortunately, the underlying varietal flavors are strong in pineapple, apple, honeydew and papaya. Only 500 cases were produced.",88,20,California,Livermore Valley,Chardonnay
US,"Oak and superripe fruit collaborate to make this wine taste like a fruity granola bar, with raspberries, blackberries, roasted almonds, caramel and cinnamon spices. It's a bit obvious now, too young and fresh for subtlety, especially at this price. Could develop nuances over time. Give it 5–6 years and try again.",87,90,California,Sonoma County,Cabernet Sauvignon
US,"Oak barrel aging dominates,bringing buttered toast and caramel flavors. Underneath all that is a dry, tartly acidic wine, with complex tropical fruit, citrus and herb flavors. It might develop bottle complexity over the year four to five years. You can drink it now, but not too cold.",89,50,California,Napa Valley,Chardonnay
US,"Oak completely overwhelms this wine. All you can smell and taste is char, caramel and wood spice, and the tannins, which are partly from oak barrels, are dense and hard. It's difficult even to discern any underlying fruit flavors, although if you try hard, you stumble across blackberries.",82,50,California,Napa Valley,Cabernet Sauvignon
US,"Oak dominates the palate with buttered toast and butterscotch flavors, as well as a buttered popcorn character, likely attributable to malolactic fermentation. The underlying fruits suggest pineapples and peach jam.",85,25,California,Carneros,Chardonnay
US,"Oak dominates this wine, with toasty charcoal aromas and flavors. The underlying wine seems pretty simple, with blackberry fruit flavors. Doesn't seem capable of aging, so drink up.",86,60,California,Napa Valley,Cabernet Sauvignon
US,"Oak dominates this wine, with vanilla, chocolate, buttered toast and caramel aromas and flavors. Under all that you'll find some good, ripe black cherry fruit. With soft tannins, it's ready to drink now.",87,30,California,Knights Valley,Merlot
US,"Oak gives a creamy toastiness, but this wine is really all about Sauvignon Blanc's acidity and lemon, lime, gooseberry and honey flavors. It's dry and crisply mouthwatering.",87,30,California,Russian River Valley,Sauvignon Blanc
US,"Oak notes persist on the nose and palate of this Merlot, Petit Verdot, Cabernet Franc and Malbec blend. Heavy roast coffee, burnt toast and charred black-fruit flavors mark the full-bodied palate, while a zip of red currant acidity tries to shine through.",86,28,Virginia,Virginia,Bordeaux-style Red Blend
US,"Oak smoke, vanilla and an underlying aroma of crisp apple show on the nose of this widely available wine, a reliable choice for all types of parties. Apple and pear lead into white peach on the palate, with a strong oaky seasoning.",86,20,California,Monterey,Chardonnay
US,"Oak stands out on this Chardonnay, offering buttered toast and vanilla flavors. The wine underneath is a little thin in fruit, but it has nice Monterey acidity.",85,25,California,Arroyo Seco,Chardonnay
US,"Oak stands out, making smoky caramel and butterscotch the dominant flavors in this Chardonnay. Below that are fruity flavors of pineapples, green apple jam and peach preserves, finished with awesome Asian spices. Just 90 cases produced.",88,50,California,Carneros,Chardonnay
US,"Oak stars in this wine, to its detriment. Underneath all that wood is a crisply elegant Chardonnay with ripe pear, peach and papaya flavors. But the oak plasters it with a ton of caramel and butterscotch that tastes excessive.",85,55,California,Russian River Valley,Chardonnay
US,"Oak, ripe pear and caramel dance to the fore of this wine's bouquet, followed by thick, textural layers of lingering vanilla cream. The oak remains pronounced throughout the glass, giving the wine a sweetness on the finish.",86,34,California,Sonoma Valley,Chardonnay
US,"Oaky and buttery all the way, this unabashedly old-fashioned Chardonnay will certainly appeal to those who love that style. It's a big chunky blocky wine, with simple, generic fruit awash in oak.",87,35,Oregon,Oregon,Chardonnay
US,"Oaky and direct in ripe tropical fruit, with a gooseberry taste more akin to Sauvignon Blanc, this Chard is unripe and simple.",81,14,California,Russian River Valley,Chardonnay
US,"Oaky and robust, this wine takes on a confectionery route to tropical flavor and high-octane concentration, offering a thickness of texture and body. Stainless-steel fermented, it unveils secondary flavors of lime and white peach on the finish.",86,17,California,Napa Valley,Sauvignon Blanc
US,"Oaky and smooth, this is already drinking well and is likely near or already at its peak. The Sangiovese fruit is lightly peppery and somewhat insubstantial, but the wine is harmonious and perfectly sound.",86,23,Washington,Yakima Valley,Sangiovese
US,"Oaky and strong in jammy fruit, this Chardonnay has potent pineapple, tropical fruit and buttered caramel popcorn flavors. It's also quite acidic. Would benefit from greater control and nuance.",84,25,California,Sonoma Coast,Chardonnay
US,"Oaky aromas like cedar and maple syrup continue into the flavors, meeting jammy strawberry and black cherry. The texture is smooth but firmly tannic, and the finish conveys a touch of sweetness.",88,26,California,Lodi,Cabernet Sauvignon
US,"Oaky bacon and barbecue smoke make for a burly wine-drinking experience in this full-bodied, expressive and somewhat heavy offering from the Dry Creek winery's estate.",85,25,California,Dry Creek Valley,Zinfandel
US,"Oaky flavors of buttered toast and vanilla bean dominate this Chardonnay. It's also ripe in mango, pear, apricot and orange flavors allied with acidity. But the overall quality is average.",86,50,California,Napa Valley,Chardonnay
US,"Oaky flavors of buttered toast and vanilla dominate this Chardonnay. The underlining wine is crisp in acidity and ripe in oranges, pears, peaches, limes and honey.",84,29,California,Russian River Valley,Chardonnay
US,"Oaky flavors of caramel, honey and butterscotch dominate. It's dry and crisp in acidity, with suggestions of limes and mangoes.",85,25,California,Russian River Valley,Chardonnay
US,"Oaky influences give this wine a candied taste of caramel and lime pie, on top of the grapier flavors of pineapples and pears. It's solidly in the mode of what Americans want in a Chardonnay.",85,21,California,Santa Barbara County,Chardonnay
US,"Oaky toast, cedar and hint of meat add complexity and flavor to this light-bodied, mellowed wine, highlighted by soft, firm tannin and brooding blackberry.",88,23,California,Napa Valley,Merlot
US,"Occupying the bottom rung (in terms of cost) of the Columbia Crest ladder, Two Vines wines are generally light, quite clean and simple, with a minimum exposure to oak. This fits the mold, with flavors of strawberry chews and cotton candy. The tannins are also light and herbal, with an earthy, pleasantly leafy finish.",85,8,Washington,Columbia Valley (WA),Cabernet Sauvignon
US,"Oddly acidic and hard in the mouth for Merlot, a variety that's supposed to be soft and silky. You'll find black cherry flavors, but not enough to punch through the tannins. Doesn't seem capable of aging, so drink up.",86,35,California,Calistoga,Merlot
US,"Oddly, Silver Lake's least expensive Merlot is its best. It's a solidly made, straight-ahead varietal wine, with a core of black olive and currant, stiff tannins and enough grip to hold up to hearty main meat dishes.",85,12,Washington,Rattlesnake Hills,Merlot
US,"Of medium build and seasoned in oak, this wine has a classic complement of baked apple and baking spice, providing a layered, ripe experience on the palate that finishes cleanly and simply.",88,18,California,Napa Valley,Chardonnay
US,"Off dry it is, with flavors of Meyer lemon and black tea and plenty of acid. It is a fine value for the price, with density, concentration, purity of fruit and grip. Fruit runs through citrus into light tropical; the sugar falls out in the very finish but is balanced nicely against the acids.",90,15,Washington,Columbia Valley (WA),Riesling
US,"Off dry, fresh and lightly spritzy, this appealing wine brings flavors of lemon tea front and center. The aromatics hint at honeysuckle and orange blossom, and the finish is pleasantly granular, with a sweet, sugary edge.",88,15,Oregon,Oregon,Riesling
